,Origin City,Origin Airport,Destination City,Destination Airport,Date,Route Number,Distance (km),Price
663,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/08/05,8,351.86,365.06
664,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/08/09,8,1053.17,285.51
665,ORLANDO,MCO,NEW YORK CITY,JFK,2025/08/13,8,1511.08,105.16
666,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/08/09,8,461.94,10000000000.0
667,NEW YORK CITY,JFK,ORLANDO,MCO,2025/08/13,8,1511.08,105.16
668,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/08/09,8,525.12,197.36
669,ORLANDO,MCO,NEW YORK CITY,JFK,2025/08/17,8,1511.08,105.16
670,NEW YORK CITY,JFK,ORLANDO,MCO,2025/08/17,8,1511.08,105.16
671,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/08/05,8,585.41,334.96
672,CHARLESTON,CHS,ORLANDO,MCO,2025/08/09,8,1091.24,410.27
673,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/08/09,8,704.56,10000000000.0
674,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/08/09,8,525.12,232.83
675,TAMPA,TPA,ORLANDO,MCO,2025/08/01,8,124.46,390.92
676,ORLANDO,MCO,PHILADELPHIA,PHL,2025/08/05,8,1390.87,215.63
677,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/08/09,8,129.54,10000000000.0
678,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/08/09,8,351.86,365.06
679,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/08/09,8,585.41,334.96
680,ORLANDO,MCO,NEW YORK CITY,JFK,2025/08/05,8,1511.08,10000000000.0
681,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/08/09,8,129.54,10000000000.0
682,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/08/13,8,351.86,365.06
683,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/08/13,8,585.41,181.30
684,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/08/13,8,351.86,365.06
685,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/08/17,8,585.41,181.30
686,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/08/17,8,585.41,181.30
687,PHILADELPHIA,PHL,TAMPA,TPA,2025/08/21,8,1493.49,118.88
688,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/08/13,8,585.41,181.30
689,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/08/17,8,351.86,393.01
690,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/08/17,8,351.86,393.01
691,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/08/05,8,1053.17,219.93
692,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/08/09,8,351.86,365.06
693,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/08/13,8,129.54,87.77
694,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/08/13,8,129.54,103.83
695,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/08/17,8,129.54,87.77
696,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/08/17,8,129.54,103.83
697,ORLANDO,MCO,CHARLESTON,CHS,2025/08/05,8,1091.24,251.17
698,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/08/09,8,585.41,334.96
699,TAMPA,TPA,NEW YORK CITY,JFK,2025/08/01,8,1615.81,1907.10
700,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/08/05,8,129.54,10000000000.0
701,PHILADELPHIA,PHL,ORLANDO,MCO,2025/08/09,8,1390.87,215.63
702,NEW YORK CITY,JFK,ORLANDO,MCO,2025/08/05,8,1511.08,732.45
703,ORLANDO,MCO,PHILADELPHIA,PHL,2025/08/09,8,1390.87,215.63
704,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/08/05,8,461.94,10000000000.0
705,PHILADELPHIA,PHL,ORLANDO,MCO,2025/08/13,8,1390.87,92.01
706,ORLANDO,MCO,PHILADELPHIA,PHL,2025/08/13,8,1390.87,97.45
707,PHILADELPHIA,PHL,ORLANDO,MCO,2025/08/17,8,1390.87,92.01
708,ORLANDO,MCO,PHILADELPHIA,PHL,2025/08/17,8,1390.87,97.45
709,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/08/05,8,704.56,10000000000.0
710,TAMPA,TPA,VIRGINIA BEACH,ORF,2025/08/01,8,1161.46,202.73
711,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/08/05,8,351.86,365.06
712,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/08/05,8,1053.17,219.93
713,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/08/05,8,461.94,10000000000.0
714,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/08/05,8,525.12,178.01
715,TAMPA,TPA,CHARLESTON,CHS,2025/08/01,8,1159.22,319.97
716,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/08/05,8,585.41,334.96
717,CHARLESTON,CHS,ORLANDO,MCO,2025/08/05,8,1091.24,251.17
718,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/08/05,8,704.56,10000000000.0
719,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/08/05,8,525.12,178.01
720,SAN DIEGO,SAN,LAS VEGAS,LAS,2025/07/01,9,426.94,110.28
721,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/07/05,9,368.14,83.66
722,LOS ANGELES,LAX,CHICAGO,ORD,2025/07/09,9,2801.88,185.53
723,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/07/13,9,2983.4,192.05
724,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/07/17,9,2413.74,245.99
725,AUSTIN,AUS,SAN DIEGO,SAN,2025/07/21,9,1858.15,193.06
726,CHICAGO,ORD,AUSTIN,AUS,2025/07/13,9,1572.89,226.64
727,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/07/17,9,2413.74,245.99
728,SAN FRANCISCO,SFO,SAN DIEGO,SAN,2025/07/21,9,737.87,96.31
729,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/07/09,9,559.12,56.79
730,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/07/13,9,2983.4,192.05
731,CHICAGO,ORD,AUSTIN,AUS,2025/07/17,9,1572.89,226.64
732,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/07/13,9,2413.74,202.99
733,AUSTIN,AUS,CHICAGO,ORD,2025/07/17,9,1572.89,226.64
734,CHICAGO,ORD,SAN DIEGO,SAN,2025/07/21,9,2784.1,197.36
735,LOS ANGELES,LAX,AUSTIN,AUS,2025/07/09,9,1971.55,188.76
736,AUSTIN,AUS,CHICAGO,ORD,2025/07/13,9,1572.89,226.64
737,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/07/17,9,2983.4,158.66
738,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/07/13,9,2413.74,245.99
739,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/07/17,9,2983.4,202.73
740,LAS VEGAS,LAS,CHICAGO,ORD,2025/07/05,9,2445.65,172.70
741,CHICAGO,ORD,LOS ANGELES,LAX,2025/07/09,9,2801.88,164.10
742,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/07/13,9,559.12,109.21
743,LOS ANGELES,LAX,AUSTIN,AUS,2025/07/13,9,1971.55,218.04
744,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/07/09,9,2983.4,95.49
745,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/07/13,9,559.12,101.94
746,LOS ANGELES,LAX,AUSTIN,AUS,2025/07/17,9,1971.55,218.04
747,AUSTIN,AUS,LOS ANGELES,LAX,2025/07/17,9,1971.55,218.04
748,LOS ANGELES,LAX,SAN DIEGO,SAN,2025/07/21,9,179.65,100.61
749,CHICAGO,ORD,AUSTIN,AUS,2025/07/09,9,1572.89,226.64
750,AUSTIN,AUS,LOS ANGELES,LAX,2025/07/13,9,1971.55,216.71
751,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/07/17,9,559.12,101.94
752,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/07/17,9,559.12,101.94
753,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/07/05,9,670.71,61.09
754,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/07/09,9,559.12,56.79
755,LOS ANGELES,LAX,CHICAGO,ORD,2025/07/13,9,2801.88,196.28
756,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/07/09,9,2983.4,148.98
757,CHICAGO,ORD,LOS ANGELES,LAX,2025/07/13,9,2801.88,236.06
758,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/07/09,9,2413.74,199.51
759,LOS ANGELES,LAX,CHICAGO,ORD,2025/07/17,9,2801.88,201.72
760,CHICAGO,ORD,LOS ANGELES,LAX,2025/07/17,9,2801.88,216.71
761,LAS VEGAS,LAS,AUSTIN,AUS,2025/07/05,9,1743.04,227.39
762,AUSTIN,AUS,LOS ANGELES,LAX,2025/07/09,9,1971.55,188.76
763,AUSTIN,AUS,CHICAGO,ORD,2025/07/09,9,1572.89,226.64
764,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/07/09,9,2413.74,202.99
765,SAN DIEGO,SAN,LOS ANGELES,LAX,2025/07/01,9,179.65,112.43
766,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/07/05,9,368.14,83.66
767,LAS VEGAS,LAS,CHICAGO,ORD,2025/07/09,9,2445.65,196.35
768,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/07/09,9,670.71,61.09
769,LAS VEGAS,LAS,AUSTIN,AUS,2025/07/09,9,1743.04,193.06
770,LOS ANGELES,LAX,CHICAGO,ORD,2025/07/05,9,2801.88,222.15
771,CHICAGO,ORD,LAS VEGAS,LAS,2025/07/09,9,2445.65,151.13
772,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/07/13,9,670.71,96.31
773,LAS VEGAS,LAS,AUSTIN,AUS,2025/07/13,9,1743.04,229.67
774,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/07/13,9,670.71,61.09
775,LAS VEGAS,LAS,AUSTIN,AUS,2025/07/17,9,1743.04,227.39
776,AUSTIN,AUS,LAS VEGAS,LAS,2025/07/17,9,1743.04,231.76
777,LAS VEGAS,LAS,SAN DIEGO,SAN,2025/07/21,9,426.94,110.28
778,AUSTIN,AUS,LAS VEGAS,LAS,2025/07/13,9,1743.04,193.06
779,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/07/17,9,670.71,96.31
780,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/07/17,9,670.71,96.31
781,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/07/05,9,559.12,85.81
782,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/07/09,9,670.71,61.09
783,LAS VEGAS,LAS,CHICAGO,ORD,2025/07/13,9,2445.65,200.65
784,CHICAGO,ORD,LAS VEGAS,LAS,2025/07/13,9,2445.65,215.63
785,LAS VEGAS,LAS,CHICAGO,ORD,2025/07/17,9,2445.65,196.28
786,CHICAGO,ORD,LAS VEGAS,LAS,2025/07/17,9,2445.65,272.86
787,LOS ANGELES,LAX,AUSTIN,AUS,2025/07/05,9,1971.55,218.04
788,AUSTIN,AUS,LAS VEGAS,LAS,2025/07/09,9,1743.04,185.60
789,SAN DIEGO,SAN,CHICAGO,ORD,2025/07/01,9,2784.1,168.33
790,CHICAGO,ORD,LAS VEGAS,LAS,2025/07/05,9,2445.65,172.70
791,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/07/09,9,368.14,54.64
792,CHICAGO,ORD,LOS ANGELES,LAX,2025/07/05,9,2801.88,248.96
793,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/07/09,9,368.14,83.66
794,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/07/05,9,2983.4,148.98
795,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/07/13,9,368.14,110.28
796,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/07/13,9,368.14,83.66
797,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/07/17,9,368.14,83.66
798,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/07/17,9,368.14,83.66
799,CHICAGO,ORD,AUSTIN,AUS,2025/07/05,9,1572.89,226.64
800,SAN DIEGO,SAN,SAN FRANCISCO,SFO,2025/07/01,9,737.87,125.59
801,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/07/05,9,670.71,61.09
802,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/07/05,9,559.12,85.81
803,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/07/05,9,2983.4,139.56
804,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/07/05,9,2413.74,202.99
805,SAN DIEGO,SAN,AUSTIN,AUS,2025/07/01,9,1858.15,143.86
806,AUSTIN,AUS,LAS VEGAS,LAS,2025/07/05,9,1743.04,193.06
807,AUSTIN,AUS,LOS ANGELES,LAX,2025/07/05,9,1971.55,216.71
808,AUSTIN,AUS,CHICAGO,ORD,2025/07/05,9,1572.89,226.64
809,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/07/05,9,2413.74,202.99
810,SAN DIEGO,SAN,LAS VEGAS,LAS,2025/08/01,10,426.94,110.28
811,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/08/05,10,368.14,83.66
812,LOS ANGELES,LAX,CHICAGO,ORD,2025/08/09,10,2801.88,164.03
813,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/08/13,10,2983.4,95.49
814,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/08/17,10,2413.74,202.99
815,AUSTIN,AUS,SAN DIEGO,SAN,2025/08/21,10,1858.15,193.06
816,CHICAGO,ORD,AUSTIN,AUS,2025/08/13,10,1572.89,182.31
817,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/08/17,10,2413.74,202.99
818,SAN FRANCISCO,SFO,SAN DIEGO,SAN,2025/08/21,10,737.87,96.31
819,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/08/09,10,559.12,101.94
820,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/08/13,10,2983.4,95.49
821,CHICAGO,ORD,AUSTIN,AUS,2025/08/17,10,1572.89,191.98
822,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/08/13,10,2413.74,202.99
823,AUSTIN,AUS,CHICAGO,ORD,2025/08/17,10,1572.89,197.42
824,CHICAGO,ORD,SAN DIEGO,SAN,2025/08/21,10,2784.1,197.36
825,LOS ANGELES,LAX,AUSTIN,AUS,2025/08/09,10,1971.55,216.71
826,AUSTIN,AUS,CHICAGO,ORD,2025/08/13,10,1572.89,187.75
827,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/08/17,10,2983.4,105.16
828,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/08/13,10,2413.74,202.99
829,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/08/17,10,2983.4,105.16
830,LAS VEGAS,LAS,CHICAGO,ORD,2025/08/05,10,2445.65,172.70
831,CHICAGO,ORD,LOS ANGELES,LAX,2025/08/09,10,2801.88,146.83
832,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/08/13,10,559.12,56.79
833,LOS ANGELES,LAX,AUSTIN,AUS,2025/08/13,10,1971.55,188.76
834,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/08/09,10,2983.4,148.98
835,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/08/13,10,559.12,56.79
836,LOS ANGELES,LAX,AUSTIN,AUS,2025/08/17,10,1971.55,188.76
837,AUSTIN,AUS,LOS ANGELES,LAX,2025/08/17,10,1971.55,188.76
838,LOS ANGELES,LAX,SAN DIEGO,SAN,2025/08/21,10,179.65,139.31
839,CHICAGO,ORD,AUSTIN,AUS,2025/08/09,10,1572.89,226.64
840,AUSTIN,AUS,LOS ANGELES,LAX,2025/08/13,10,1971.55,188.76
841,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/08/17,10,559.12,68.61
842,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/08/17,10,559.12,68.61
843,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/08/05,10,670.71,96.31
844,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/08/09,10,559.12,85.81
845,LOS ANGELES,LAX,CHICAGO,ORD,2025/08/13,10,2801.88,146.83
846,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/08/09,10,2983.4,148.98
847,CHICAGO,ORD,LOS ANGELES,LAX,2025/08/13,10,2801.88,146.83
848,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/08/09,10,2413.74,245.99
849,LOS ANGELES,LAX,CHICAGO,ORD,2025/08/17,10,2801.88,168.33
850,CHICAGO,ORD,LOS ANGELES,LAX,2025/08/17,10,2801.88,119.96
851,LAS VEGAS,LAS,AUSTIN,AUS,2025/08/05,10,1743.04,227.39
852,AUSTIN,AUS,LOS ANGELES,LAX,2025/08/09,10,1971.55,218.04
853,AUSTIN,AUS,CHICAGO,ORD,2025/08/09,10,1572.89,226.64
854,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/08/09,10,2413.74,245.99
855,SAN DIEGO,SAN,LOS ANGELES,LAX,2025/08/01,10,179.65,100.61
856,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/08/05,10,368.14,83.66
857,LAS VEGAS,LAS,CHICAGO,ORD,2025/08/09,10,2445.65,201.72
858,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/08/09,10,670.71,101.75
859,LAS VEGAS,LAS,AUSTIN,AUS,2025/08/09,10,1743.04,227.39
860,LOS ANGELES,LAX,CHICAGO,ORD,2025/08/05,10,2801.88,164.03
861,CHICAGO,ORD,LAS VEGAS,LAS,2025/08/09,10,2445.65,272.86
862,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/08/13,10,670.71,61.09
863,LAS VEGAS,LAS,AUSTIN,AUS,2025/08/13,10,1743.04,184.46
864,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/08/13,10,670.71,61.09
865,LAS VEGAS,LAS,AUSTIN,AUS,2025/08/17,10,1743.04,184.46
866,AUSTIN,AUS,LAS VEGAS,LAS,2025/08/17,10,1743.04,184.46
867,LAS VEGAS,LAS,SAN DIEGO,SAN,2025/08/21,10,426.94,115.66
868,AUSTIN,AUS,LAS VEGAS,LAS,2025/08/13,10,1743.04,189.90
869,LAS VEGAS,LAS,SAN FRANCISCO,SFO,2025/08/17,10,670.71,61.09
870,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/08/17,10,670.71,61.09
871,LOS ANGELES,LAX,SAN FRANCISCO,SFO,2025/08/05,10,559.12,85.81
872,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/08/09,10,670.71,96.31
873,LAS VEGAS,LAS,CHICAGO,ORD,2025/08/13,10,2445.65,151.13
874,CHICAGO,ORD,LAS VEGAS,LAS,2025/08/13,10,2445.65,151.13
875,LAS VEGAS,LAS,CHICAGO,ORD,2025/08/17,10,2445.65,160.81
876,CHICAGO,ORD,LAS VEGAS,LAS,2025/08/17,10,2445.65,160.81
877,LOS ANGELES,LAX,AUSTIN,AUS,2025/08/05,10,1971.55,216.71
878,AUSTIN,AUS,LAS VEGAS,LAS,2025/08/09,10,1743.04,231.76
879,SAN DIEGO,SAN,CHICAGO,ORD,2025/08/01,10,2784.1,197.36
880,CHICAGO,ORD,LAS VEGAS,LAS,2025/08/05,10,2445.65,172.70
881,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/08/09,10,368.14,83.66
882,CHICAGO,ORD,LOS ANGELES,LAX,2025/08/05,10,2801.88,233.97
883,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/08/09,10,368.14,83.66
884,CHICAGO,ORD,SAN FRANCISCO,SFO,2025/08/05,10,2983.4,148.98
885,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/08/13,10,368.14,54.64
886,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/08/13,10,368.14,54.64
887,LAS VEGAS,LAS,LOS ANGELES,LAX,2025/08/17,10,368.14,54.64
888,LOS ANGELES,LAX,LAS VEGAS,LAS,2025/08/17,10,368.14,54.64
889,CHICAGO,ORD,AUSTIN,AUS,2025/08/05,10,1572.89,226.64
890,SAN DIEGO,SAN,SAN FRANCISCO,SFO,2025/08/01,10,737.87,96.31
891,SAN FRANCISCO,SFO,LAS VEGAS,LAS,2025/08/05,10,670.71,96.31
892,SAN FRANCISCO,SFO,LOS ANGELES,LAX,2025/08/05,10,559.12,85.81
893,SAN FRANCISCO,SFO,CHICAGO,ORD,2025/08/05,10,2983.4,139.56
894,SAN FRANCISCO,SFO,AUSTIN,AUS,2025/08/05,10,2413.74,245.99
895,SAN DIEGO,SAN,AUSTIN,AUS,2025/08/01,10,1858.15,193.06
896,AUSTIN,AUS,LAS VEGAS,LAS,2025/08/05,10,1743.04,229.67
897,AUSTIN,AUS,LOS ANGELES,LAX,2025/08/05,10,1971.55,216.71
898,AUSTIN,AUS,CHICAGO,ORD,2025/08/05,10,1572.89,226.64
899,AUSTIN,AUS,SAN FRANCISCO,SFO,2025/08/05,10,2413.74,245.99
900,SAN DIEGO,SAN,SALT LAKE CITY,SLC,2025/07/01,11,1009.72,114.84
901,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/07/05,11,1126.26,140.64
902,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/07/09,11,233.42,76.14
903,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/07/13,11,2822.87,121.29
904,CHICAGO,ORD,PHOENIX,PHX,2025/07/17,11,2333.89,245.99
905,PHOENIX,PHX,SAN DIEGO,SAN,2025/07/21,11,480.51,219.93
906,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/07/13,11,1618.38,139.56
907,PHOENIX,PHX,CHICAGO,ORD,2025/07/17,11,2333.89,245.99
908,CHICAGO,ORD,SAN DIEGO,SAN,2025/07/21,11,2784.1,236.12
909,SEATTLE,SEA,CHICAGO,ORD,2025/07/09,11,2788.67,155.69
910,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/07/13,11,2822.87,173.71
911,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/07/17,11,1618.38,147.97
912,CHICAGO,ORD,PHOENIX,PHX,2025/07/13,11,2333.89,239.35
913,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/07/17,11,1618.38,121.29
914,"PORTLAND, OREGON",PDX,SAN DIEGO,SAN,2025/07/21,11,1500.32,158.66
915,SEATTLE,SEA,PHOENIX,PHX,2025/07/09,11,1793.58,71.84
916,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/07/13,11,1618.38,139.56
917,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/07/17,11,2822.87,165.36
918,PHOENIX,PHX,CHICAGO,ORD,2025/07/13,11,2333.89,207.10
919,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/07/17,11,2822.87,227.71
920,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/07/05,11,1021.22,153.54
921,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/07/09,11,233.42,76.14
922,SEATTLE,SEA,CHICAGO,ORD,2025/07/13,11,2788.67,173.71
923,SEATTLE,SEA,PHOENIX,PHX,2025/07/13,11,1793.58,71.84
924,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/07/09,11,2822.87,173.71
925,CHICAGO,ORD,SEATTLE,SEA,2025/07/13,11,2788.67,272.86
926,SEATTLE,SEA,PHOENIX,PHX,2025/07/17,11,1793.58,153.28
927,PHOENIX,PHX,SEATTLE,SEA,2025/07/17,11,1793.58,197.42
928,SEATTLE,SEA,SAN DIEGO,SAN,2025/07/21,11,1712.18,124.26
929,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/07/09,11,1618.38,121.29
930,PHOENIX,PHX,SEATTLE,SEA,2025/07/13,11,1793.58,71.84
931,SEATTLE,SEA,CHICAGO,ORD,2025/07/17,11,2788.67,155.69
932,CHICAGO,ORD,SEATTLE,SEA,2025/07/17,11,2788.67,165.11
933,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/07/05,11,2021.74,287.66
934,CHICAGO,ORD,SEATTLE,SEA,2025/07/09,11,2788.67,130.64
935,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/07/13,11,233.42,76.14
936,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/07/09,11,2822.87,110.54
937,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/07/13,11,233.42,76.14
938,CHICAGO,ORD,PHOENIX,PHX,2025/07/09,11,2333.89,167.26
939,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/07/17,11,233.42,171.56
940,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/07/17,11,233.42,176.93
941,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/07/05,11,813.26,226.45
942,PHOENIX,PHX,SEATTLE,SEA,2025/07/09,11,1793.58,71.84
943,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/07/09,11,1618.38,121.29
944,PHOENIX,PHX,CHICAGO,ORD,2025/07/09,11,2333.89,196.28
945,SAN DIEGO,SAN,SEATTLE,SEA,2025/07/01,11,1712.18,124.26
946,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/07/05,11,1126.26,140.64
947,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/07/09,11,1021.22,153.54
948,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/07/09,11,2021.74,238.21
949,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/07/09,11,813.26,205.96
950,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/07/05,11,233.42,76.14
951,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/07/09,11,1021.22,153.54
952,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/07/13,11,2021.74,270.52
953,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/07/13,11,813.26,245.80
954,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/07/13,11,2021.74,267.49
955,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/07/17,11,813.26,215.63
956,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/07/17,11,813.26,215.63
957,SALT LAKE CITY,SLC,SAN DIEGO,SAN,2025/07/21,11,1009.72,188.76
958,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/07/13,11,813.26,236.12
959,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/07/17,11,2021.74,267.49
960,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/07/17,11,2021.74,267.49
961,SEATTLE,SEA,CHICAGO,ORD,2025/07/05,11,2788.67,193.06
962,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/07/09,11,2021.74,236.06
963,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/07/13,11,1021.22,153.54
964,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/07/13,11,1021.22,153.54
965,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/07/17,11,1021.22,226.38
966,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/07/17,11,1021.22,216.77
967,SEATTLE,SEA,PHOENIX,PHX,2025/07/05,11,1793.58,153.28
968,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/07/09,11,813.26,205.96
969,SAN DIEGO,SAN,"PORTLAND, OREGON",PDX,2025/07/01,11,1500.32,114.84
